experimentPhase	block	condition	trialnum	subject	task	noisePercent	leftStreamFlip	rightStreamFlip	rightResponseFirst	cueSerialPos0	answer0	response0	correct0	responsePosRelative0	cueSerialPos1	answer1	response1	correct1	responsePosRelative1	word1_0	word1_1	word1_2	word1_3	word1_4	word1_5	word1_6	word1_7	word1_8	word1_9	word1_10	word1_11	word1_12	word1_13	word1_14	word1_15	word1_16	word1_17	Seq1_0	Seq1_1	Seq1_2	Seq1_3	Seq1_4	Seq1_5	Seq1_6	Seq1_7	Seq1_8	Seq1_9	Seq1_10	Seq1_11	Seq1_12	Seq1_13	Seq1_14	Seq1_15	Seq1_16	Seq1_17	word2_0	word2_1	word2_2	word2_3	word2_4	word2_5	word2_6	word2_7	word2_8	word2_9	word2_10	word2_11	word2_12	word2_13	word2_14	word2_15	word2_16	word2_17	Seq2_0	Seq2_1	Seq2_2	Seq2_3	Seq2_4	Seq2_5	Seq2_6	Seq2_7	Seq2_8	Seq2_9	Seq2_10	Seq2_11	Seq2_12	Seq2_13	Seq2_14	Seq2_15	Seq2_16	Seq2_17	timingBlips
main	1 	0 	45 	mbl 	 T1 	 0 	False 	False 	False 	6 	P 	P 	1 	0 	6 	R 	R 	1 	0 	u 	f 	k 	r 	a 	x 	y 	l 	p 	d 	m 	q 	b 	o 	i 	v 	c 	j 	14 	16 	0 	5 	7 	1 	8 	15 	10 	2 	11 	4 	3 	17 	9 	6 	13 	12 	u 	f 	k 	r 	a 	x 	y 	l 	p 	d 	m 	q 	b 	o 	i 	v 	c 	j 	12 	5 	10 	17 	2 	9 	3 	7 	13 	8 	16 	14 	11 	15 	6 	1 	4 	0 	0
main	1 	0 	46 	mbl 	 T1 	 0 	False 	False 	False 	10 	Q 	P 	0 	4 	10 	D 	V 	0 	1 	j 	a 	s 	w 	e 	u 	g 	p 	v 	z 	c 	n 	x 	r 	d 	y 	f 	q 	0 	5 	1 	13 	14 	10 	11 	9 	16 	6 	17 	2 	3 	8 	7 	12 	4 	15 	j 	a 	s 	w 	e 	u 	g 	p 	v 	z 	c 	n 	x 	r 	d 	y 	f 	q 	6 	5 	13 	3 	12 	15 	17 	0 	11 	16 	14 	8 	4 	2 	9 	1 	10 	7 	0
main	1 	0 	47 	mbl 	 T1 	 0 	False 	False 	False 	6 	U 	Y 	0 	-1 	6 	H 	H 	1 	0 	i 	u 	c 	p 	t 	y 	n 	l 	q 	f 	h 	z 	g 	r 	e 	a 	x 	k 	7 	4 	14 	2 	0 	5 	1 	11 	6 	3 	9 	12 	10 	17 	13 	16 	15 	8 	i 	u 	c 	p 	t 	y 	n 	l 	q 	f 	h 	z 	g 	r 	e 	a 	x 	k 	17 	1 	15 	0 	12 	3 	10 	14 	5 	9 	11 	7 	4 	2 	16 	13 	6 	8 	0
main	1 	0 	48 	mbl 	 T1 	 0 	False 	False 	True 	12 	Z 	Z 	1 	0 	12 	B 	H 	0 	-6 	i 	k 	t 	u 	h 	d 	e 	p 	b 	y 	g 	w 	q 	x 	z 	o 	r 	s 	13 	9 	16 	7 	6 	5 	11 	15 	0 	12 	2 	1 	14 	8 	10 	3 	17 	4 	i 	k 	t 	u 	h 	d 	e 	p 	b 	y 	g 	w 	q 	x 	z 	o 	r 	s 	7 	10 	16 	2 	0 	12 	4 	1 	5 	15 	6 	9 	8 	17 	14 	13 	11 	3 	0
main	1 	0 	49 	mbl 	 T1 	 0 	False 	False 	False 	11 	P 	P 	1 	0 	11 	L 	L 	1 	0 	p 	b 	s 	l 	r 	t 	g 	x 	f 	e 	i 	o 	d 	m 	j 	n 	y 	u 	7 	6 	2 	9 	11 	14 	17 	16 	3 	4 	13 	0 	8 	12 	5 	15 	10 	1 	p 	b 	s 	l 	r 	t 	g 	x 	f 	e 	i 	o 	d 	m 	j 	n 	y 	u 	14 	5 	13 	8 	6 	0 	7 	9 	2 	16 	10 	3 	4 	12 	17 	15 	11 	1 	0
main	1 	0 	50 	mbl 	 T1 	 0 	False 	False 	False 	9 	G 	G 	1 	0 	9 	W 	W 	1 	0 	l 	j 	e 	x 	w 	u 	c 	z 	n 	f 	v 	d 	g 	h 	r 	b 	m 	i 	8 	17 	9 	14 	15 	2 	13 	3 	4 	12 	6 	10 	11 	0 	1 	16 	7 	5 	l 	j 	e 	x 	w 	u 	c 	z 	n 	f 	v 	d 	g 	h 	r 	b 	m 	i 	13 	5 	0 	17 	2 	16 	6 	10 	12 	4 	8 	15 	7 	3 	11 	9 	1 	14 	0
main	1 	0 	51 	mbl 	 T1 	 0 	False 	False 	True 	8 	S 	S 	1 	0 	8 	Y 	Y 	1 	0 	k 	h 	i 	u 	x 	p 	c 	a 	o 	r 	n 	z 	q 	s 	e 	y 	t 	g 	12 	10 	7 	2 	3 	0 	11 	8 	13 	17 	14 	1 	4 	16 	9 	15 	6 	5 	k 	h 	i 	u 	x 	p 	c 	a 	o 	r 	n 	z 	q 	s 	e 	y 	t 	g 	3 	4 	14 	17 	16 	8 	0 	6 	15 	7 	2 	5 	13 	9 	11 	12 	1 	10 	0
main	1 	0 	52 	mbl 	 T1 	 0 	False 	False 	True 	10 	S 	S 	1 	0 	10 	G 	U 	0 	-999 	n 	e 	r 	z 	o 	c 	w 	v 	t 	p 	g 	x 	i 	q 	m 	j 	a 	s 	4 	3 	5 	16 	1 	2 	8 	9 	15 	10 	17 	0 	13 	12 	11 	14 	7 	6 	n 	e 	r 	z 	o 	c 	w 	v 	t 	p 	g 	x 	i 	q 	m 	j 	a 	s 	2 	1 	14 	13 	16 	6 	15 	4 	5 	0 	10 	9 	7 	11 	8 	17 	12 	3 	0
main	1 	0 	53 	mbl 	 T1 	 0 	False 	False 	True 	10 	L 	I 	0 	-5 	10 	M 	M 	1 	0 	v 	e 	b 	n 	j 	c 	k 	m 	y 	r 	t 	w 	o 	p 	l 	i 	u 	g 	4 	3 	12 	5 	2 	15 	10 	6 	0 	9 	14 	7 	11 	8 	13 	16 	1 	17 	v 	e 	b 	n 	j 	c 	k 	m 	y 	r 	t 	w 	o 	p 	l 	i 	u 	g 	5 	15 	12 	11 	10 	9 	3 	14 	16 	13 	7 	1 	8 	17 	6 	2 	4 	0 	0
main	1 	0 	54 	mbl 	 T1 	 0 	False 	False 	False 	6 	G 	G 	1 	0 	6 	E 	H 	0 	-1 	v 	h 	q 	x 	d 	e 	z 	g 	c 	t 	b 	m 	l 	n 	i 	r 	w 	u 	9 	3 	10 	14 	16 	13 	7 	6 	11 	1 	0 	15 	2 	4 	12 	17 	8 	5 	v 	h 	q 	x 	d 	e 	z 	g 	c 	t 	b 	m 	l 	n 	i 	r 	w 	u 	2 	6 	11 	14 	9 	1 	5 	13 	8 	7 	10 	4 	15 	0 	3 	17 	16 	12 	1
main	1 	0 	55 	mbl 	 T1 	 0 	False 	False 	True 	9 	Q 	Q 	1 	0 	9 	H 	H 	1 	0 	w 	b 	r 	v 	s 	a 	q 	e 	n 	c 	t 	k 	i 	y 	z 	h 	x 	f 	2 	10 	11 	13 	14 	3 	16 	8 	12 	6 	17 	15 	9 	1 	0 	7 	4 	5 	w 	b 	r 	v 	s 	a 	q 	e 	n 	c 	t 	k 	i 	y 	z 	h 	x 	f 	7 	13 	14 	2 	16 	0 	11 	6 	9 	15 	12 	10 	5 	17 	8 	4 	3 	1 	0
main	1 	0 	56 	mbl 	 T1 	 0 	False 	False 	False 	9 	K 	Q 	0 	-5 	9 	U 	K 	0 	1 	w 	b 	d 	h 	g 	f 	s 	m 	u 	a 	x 	j 	i 	k 	r 	p 	c 	q 	14 	0 	6 	10 	17 	4 	1 	3 	16 	13 	9 	7 	2 	5 	11 	15 	8 	12 	w 	b 	d 	h 	g 	f 	s 	m 	u 	a 	x 	j 	i 	k 	r 	p 	c 	q 	3 	1 	7 	9 	0 	14 	5 	11 	2 	8 	13 	12 	15 	16 	10 	6 	17 	4 	0
main	1 	0 	57 	mbl 	 T1 	 0 	False 	False 	True 	5 	P 	P 	1 	0 	5 	A 	H 	0 	2 	o 	n 	q 	r 	m 	c 	u 	l 	f 	b 	v 	a 	g 	j 	p 	z 	h 	t 	10 	12 	1 	3 	13 	14 	9 	16 	11 	6 	0 	15 	8 	4 	17 	7 	5 	2 	o 	n 	q 	r 	m 	c 	u 	l 	f 	b 	v 	a 	g 	j 	p 	z 	h 	t 	2 	7 	9 	10 	17 	11 	0 	16 	15 	3 	4 	12 	13 	6 	8 	5 	14 	1 	0
main	1 	0 	58 	mbl 	 T1 	 0 	False 	False 	False 	6 	P 	P 	1 	0 	6 	S 	W 	0 	10 	x 	v 	c 	s 	z 	b 	g 	h 	w 	n 	a 	l 	y 	i 	f 	d 	u 	p 	8 	9 	14 	15 	5 	13 	17 	3 	7 	1 	6 	10 	12 	4 	16 	0 	2 	11 	x 	v 	c 	s 	z 	b 	g 	h 	w 	n 	a 	l 	y 	i 	f 	d 	u 	p 	5 	0 	17 	12 	10 	16 	3 	1 	9 	13 	7 	6 	15 	14 	2 	4 	8 	11 	0
