experimentPhase	block	condition	trialnum	subject	task	noisePercent	leftStreamFlip	rightStreamFlip	rightResponseFirst	word1_0	word1_1	word1_2	word1_3	word1_4	word1_5	word1_6	word1_7	word1_8	word1_9	word1_10	word1_11	word1_12	word1_13	word1_14	word1_15	word1_16	word1_17	Seq1_0	Seq1_1	Seq1_2	Seq1_3	Seq1_4	Seq1_5	Seq1_6	Seq1_7	Seq1_8	Seq1_9	Seq1_10	Seq1_11	Seq1_12	Seq1_13	Seq1_14	Seq1_15	Seq1_16	Seq1_17	word2_0	word2_1	word2_2	word2_3	word2_4	word2_5	word2_6	word2_7	word2_8	word2_9	word2_10	word2_11	word2_12	word2_13	word2_14	word2_15	word2_16	word2_17	Seq2_0	Seq2_1	Seq2_2	Seq2_3	Seq2_4	Seq2_5	Seq2_6	Seq2_7	Seq2_8	Seq2_9	Seq2_10	Seq2_11	Seq2_12	Seq2_13	Seq2_14	Seq2_15	Seq2_16	Seq2_17	timingBlips	file	SOA	letterdurDesired	letterDurFrames	letterdur	side	answer	correct	targetSP	response	SPE
main	1	0	15	MBL	T1	0	False	False	False	i	c	p	u	h	n	s	f	q	e	d	l	t	j	k	y	w	m	9	15	14	6	13	7	10	2	17	16	11	5	3	12	8	1	0	4	i	c	p	u	h	n	s	f	q	e	d	l	t	j	k	y	w	m	12	9	6	0	3	4	2	15	5	11	7	10	8	1	13	17	16	14	0	MBL_14May2019_11-06.txt	400	300	18	300	right	Q	0	12	D	-1
main	1	0	16	MBL	T1	0	False	False	False	j	a	z	c	n	w	h	m	u	p	b	f	q	s	d	o	g	i	14	16	12	2	10	0	1	11	8	7	5	3	4	17	15	6	13	9	j	a	z	c	n	w	h	m	u	p	b	f	q	s	d	o	g	i	1	15	16	3	14	6	2	0	9	13	4	8	10	7	12	11	17	5	0	MBL_14May2019_11-06.txt	400	300	18	300	left	J	1	5	J	0
main	1	0	16	MBL	T1	0	False	False	False	j	a	z	c	n	w	h	m	u	p	b	f	q	s	d	o	g	i	14	16	12	2	10	0	1	11	8	7	5	3	4	17	15	6	13	9	j	a	z	c	n	w	h	m	u	p	b	f	q	s	d	o	g	i	1	15	16	3	14	6	2	0	9	13	4	8	10	7	12	11	17	5	0	MBL_14May2019_11-06.txt	400	300	18	300	right	H	0	5	N	5
main	1	0	17	MBL	T1	0	False	False	False	t	w	v	n	c	f	g	l	x	j	a	z	y	k	p	u	h	i	13	11	1	14	3	8	17	0	4	15	9	10	7	16	6	12	2	5	t	w	v	n	c	f	g	l	x	j	a	z	y	k	p	u	h	i	14	16	3	10	6	12	1	13	8	15	5	17	2	9	7	4	0	11	0	MBL_14May2019_11-06.txt	400	300	18	300	left	U	1	9	U	0
main	1	0	17	MBL	T1	0	False	False	False	t	w	v	n	c	f	g	l	x	j	a	z	y	k	p	u	h	i	13	11	1	14	3	8	17	0	4	15	9	10	7	16	6	12	2	5	t	w	v	n	c	f	g	l	x	j	a	z	y	k	p	u	h	i	14	16	3	10	6	12	1	13	8	15	5	17	2	9	7	4	0	11	0	MBL_14May2019_11-06.txt	400	300	18	300	right	U	0	9	B	10
main	1	0	18	MBL	T1	0	False	False	True	x	b	e	j	r	a	d	l	k	p	n	t	z	m	u	g	y	c	14	9	0	17	8	13	10	6	4	2	11	1	15	16	3	7	12	5	x	b	e	j	r	a	d	l	k	p	n	t	z	m	u	g	y	c	3	7	13	6	17	11	16	1	14	4	5	0	9	10	8	12	15	2	0	MBL_14May2019_11-06.txt	400	300	18	300	left	T	1	10	T	0
main	1	0	18	MBL	T1	0	False	False	True	x	b	e	j	r	a	d	l	k	p	n	t	z	m	u	g	y	c	14	9	0	17	8	13	10	6	4	2	11	1	15	16	3	7	12	5	x	b	e	j	r	a	d	l	k	p	n	t	z	m	u	g	y	c	3	7	13	6	17	11	16	1	14	4	5	0	9	10	8	12	15	2	0	MBL_14May2019_11-06.txt	400	300	18	300	right	A	0	10	S	-11
main	1	0	19	MBL	T1	0	False	False	False	m	u	p	j	q	y	f	r	s	b	d	k	l	a	c	w	e	i	8	14	9	6	7	2	16	17	15	0	11	12	5	1	13	3	10	4	m	u	p	j	q	y	f	r	s	b	d	k	l	a	c	w	e	i	11	14	17	9	2	5	0	3	15	8	16	7	1	6	12	10	4	13	0	MBL_14May2019_11-06.txt	400	300	18	300	left	M	1	9	M	0
main	1	0	19	MBL	T1	0	False	False	False	m	u	p	j	q	y	f	r	s	b	d	k	l	a	c	w	e	i	8	14	9	6	7	2	16	17	15	0	11	12	5	1	13	3	10	4	m	u	p	j	q	y	f	r	s	b	d	k	l	a	c	w	e	i	11	14	17	9	2	5	0	3	15	8	16	7	1	6	12	10	4	13	0	MBL_14May2019_11-06.txt	400	300	18	300	right	S	1	9	S	0
main	1	0	20	MBL	T1	0	False	False	False	b	l	m	y	d	q	v	w	o	p	x	c	r	i	j	h	g	f	16	6	2	15	10	17	3	11	13	7	9	12	4	5	0	1	14	8	b	l	m	y	d	q	v	w	o	p	x	c	r	i	j	h	g	f	15	17	5	12	9	11	0	7	16	1	13	2	10	14	8	3	4	6	0	MBL_14May2019_11-06.txt	400	300	18	300	left	P	1	10	P	0
main	1	0	20	MBL	T1	0	False	False	False	b	l	m	y	d	q	v	w	o	p	x	c	r	i	j	h	g	f	16	6	2	15	10	17	3	11	13	7	9	12	4	5	0	1	14	8	b	l	m	y	d	q	v	w	o	p	x	c	r	i	j	h	g	f	15	17	5	12	9	11	0	7	16	1	13	2	10	14	8	3	4	6	0	MBL_14May2019_11-06.txt	400	300	18	300	right	I	1	10	I	0
main	1	0	21	MBL	T1	0	False	False	False	p	k	f	l	j	w	o	g	s	i	e	u	m	a	c	h	r	q	4	0	14	10	7	12	9	13	16	17	5	2	3	8	1	11	6	15	p	k	f	l	j	w	o	g	s	i	e	u	m	a	c	h	r	q	7	4	6	11	14	10	5	13	8	16	0	17	12	9	3	15	1	2	0	MBL_14May2019_11-06.txt	400	300	18	300	left	M	1	5	M	0
main	1	0	21	MBL	T1	0	False	False	False	p	k	f	l	j	w	o	g	s	i	e	u	m	a	c	h	r	q	4	0	14	10	7	12	9	13	16	17	5	2	3	8	1	11	6	15	p	k	f	l	j	w	o	g	s	i	e	u	m	a	c	h	r	q	7	4	6	11	14	10	5	13	8	16	0	17	12	9	3	15	1	2	0	MBL_14May2019_11-06.txt	400	300	18	300	right	E	0	5	O	-3
main	1	0	22	MBL	T1	0	False	False	True	v	h	y	l	d	s	q	i	k	b	j	g	z	o	f	m	e	c	11	2	0	14	17	4	8	3	10	7	16	5	1	12	13	6	9	15	v	h	y	l	d	s	q	i	k	b	j	g	z	o	f	m	e	c	6	1	0	15	5	12	2	17	7	10	9	14	13	4	8	3	11	16	0	MBL_14May2019_11-06.txt	400	300	18	300	left	S	1	11	S	0
main	1	0	22	MBL	T1	0	False	False	True	v	h	y	l	d	s	q	i	k	b	j	g	z	o	f	m	e	c	11	2	0	14	17	4	8	3	10	7	16	5	1	12	13	6	9	15	v	h	y	l	d	s	q	i	k	b	j	g	z	o	f	m	e	c	6	1	0	15	5	12	2	17	7	10	9	14	13	4	8	3	11	16	0	MBL_14May2019_11-06.txt	400	300	18	300	right	F	0	11	I	-3
main	1	0	23	MBL	T1	0	False	False	False	i	k	q	s	t	z	r	e	a	l	y	g	m	v	h	d	n	p	5	14	9	8	2	12	1	16	4	15	3	6	0	7	17	10	13	11	i	k	q	s	t	z	r	e	a	l	y	g	m	v	h	d	n	p	16	8	6	7	10	11	9	0	12	17	14	2	15	4	13	5	1	3	0	MBL_14May2019_11-06.txt	400	300	18	300	left	I	1	12	I	0
main	1	0	23	MBL	T1	0	False	False	False	i	k	q	s	t	z	r	e	a	l	y	g	m	v	h	d	n	p	5	14	9	8	2	12	1	16	4	15	3	6	0	7	17	10	13	11	i	k	q	s	t	z	r	e	a	l	y	g	m	v	h	d	n	p	16	8	6	7	10	11	9	0	12	17	14	2	15	4	13	5	1	3	0	MBL_14May2019_11-06.txt	400	300	18	300	right	D	1	12	D	0
main	1	0	24	MBL	T1	0	False	False	False	h	c	k	y	u	j	b	v	l	a	f	z	g	r	x	i	e	o	16	6	14	2	5	9	10	11	0	7	12	8	15	3	13	17	1	4	h	c	k	y	u	j	b	v	l	a	f	z	g	r	x	i	e	o	6	17	12	7	10	16	8	3	14	4	13	2	9	1	0	15	11	5	0	MBL_14May2019_11-06.txt	400	300	18	300	left	V	1	9	V	0
main	1	0	24	MBL	T1	0	False	False	False	h	c	k	y	u	j	b	v	l	a	f	z	g	r	x	i	e	o	16	6	14	2	5	9	10	11	0	7	12	8	15	3	13	17	1	4	h	c	k	y	u	j	b	v	l	a	f	z	g	r	x	i	e	o	6	17	12	7	10	16	8	3	14	4	13	2	9	1	0	15	11	5	0	MBL_14May2019_11-06.txt	400	300	18	300	right	U	1	9	U	0
main	1	0	25	MBL	T1	0	False	False	True	q	r	l	v	g	n	f	k	o	e	x	b	w	p	a	y	h	j	3	1	4	17	6	15	11	10	9	16	13	12	5	8	0	2	7	14	q	r	l	v	g	n	f	k	o	e	x	b	w	p	a	y	h	j	16	12	8	4	6	5	0	9	14	2	3	17	10	15	1	7	13	11	0	MBL_14May2019_11-06.txt	400	300	18	300	left	N	1	12	N	0
main	1	0	25	MBL	T1	0	False	False	True	q	r	l	v	g	n	f	k	o	e	x	b	w	p	a	y	h	j	3	1	4	17	6	15	11	10	9	16	13	12	5	8	0	2	7	14	q	r	l	v	g	n	f	k	o	e	x	b	w	p	a	y	h	j	16	12	8	4	6	5	0	9	14	2	3	17	10	15	1	7	13	11	0	MBL_14May2019_11-06.txt	400	300	18	300	right	X	1	12	X	0
main	1	0	27	MBL	T1	0	False	False	True	o	l	y	n	j	v	i	g	b	a	r	f	q	k	u	h	w	e	12	16	14	15	9	13	0	8	4	2	11	6	7	10	5	17	3	1	o	l	y	n	j	v	i	g	b	a	r	f	q	k	u	h	w	e	2	10	3	8	5	13	17	0	16	9	12	15	11	14	1	4	6	7	0	MBL_14May2019_11-06.txt	400	300	18	300	left	B	1	7	B	0
main	1	0	27	MBL	T1	0	False	False	True	o	l	y	n	j	v	i	g	b	a	r	f	q	k	u	h	w	e	12	16	14	15	9	13	0	8	4	2	11	6	7	10	5	17	3	1	o	l	y	n	j	v	i	g	b	a	r	f	q	k	u	h	w	e	2	10	3	8	5	13	17	0	16	9	12	15	11	14	1	4	6	7	0	MBL_14May2019_11-06.txt	400	300	18	300	right	O	0	7	V	-3
main	1	0	28	MBL	T1	0	False	False	False	r	m	i	l	s	h	e	o	b	q	f	j	v	u	x	d	w	z	2	12	17	13	4	5	8	11	7	0	9	14	3	6	15	1	10	16	r	m	i	l	s	h	e	o	b	q	f	j	v	u	x	d	w	z	16	3	11	2	14	15	1	8	10	5	9	0	4	6	13	7	17	12	0	MBL_14May2019_11-06.txt	400	300	18	300	left	L	0	12	I	-12
main	1	0	28	MBL	T1	0	False	False	False	r	m	i	l	s	h	e	o	b	q	f	j	v	u	x	d	w	z	2	12	17	13	4	5	8	11	7	0	9	14	3	6	15	1	10	16	r	m	i	l	s	h	e	o	b	q	f	j	v	u	x	d	w	z	16	3	11	2	14	15	1	8	10	5	9	0	4	6	13	7	17	12	0	MBL_14May2019_11-06.txt	400	300	18	300	right	S	1	12	S	0
main	1	0	29	MBL	T1	0	False	False	False	p	d	g	v	t	n	i	z	w	c	q	u	l	o	x	f	e	y	1	15	9	8	7	0	17	10	3	16	6	2	5	11	14	4	12	13	p	d	g	v	t	n	i	z	w	c	q	u	l	o	x	f	e	y	4	5	7	11	10	6	14	1	9	3	0	8	17	12	15	13	2	16	0	MBL_14May2019_11-06.txt	400	300	18	300	left	I	1	10	I	0
main	1	0	29	MBL	T1	0	False	False	False	p	d	g	v	t	n	i	z	w	c	q	u	l	o	x	f	e	y	1	15	9	8	7	0	17	10	3	16	6	2	5	11	14	4	12	13	p	d	g	v	t	n	i	z	w	c	q	u	l	o	x	f	e	y	4	5	7	11	10	6	14	1	9	3	0	8	17	12	15	13	2	16	0	MBL_14May2019_11-06.txt	400	300	18	300	right	P	0	10	W	1
main	1	0	30	MBL	T1	0	False	False	False	p	b	r	g	j	c	m	v	f	z	w	y	u	l	o	n	t	k	5	10	7	9	0	17	11	8	14	3	6	16	4	1	15	2	12	13	p	b	r	g	j	c	m	v	f	z	w	y	u	l	o	n	t	k	9	13	14	10	0	11	6	12	7	16	1	2	5	17	4	15	8	3	0	MBL_14May2019_11-06.txt	400	300	18	300	left	K	1	5	K	0
main	1	0	30	MBL	T1	0	False	False	False	p	b	r	g	j	c	m	v	f	z	w	y	u	l	o	n	t	k	5	10	7	9	0	17	11	8	14	3	6	16	4	1	15	2	12	13	p	b	r	g	j	c	m	v	f	z	w	y	u	l	o	n	t	k	9	13	14	10	0	11	6	12	7	16	1	2	5	17	4	15	8	3	0	MBL_14May2019_11-06.txt	400	300	18	300	right	Y	1	5	Y	0
main	1	0	31	MBL	T1	0	False	False	True	m	i	z	r	n	u	t	g	a	w	v	f	q	c	x	j	e	p	7	4	15	12	5	9	3	11	0	1	6	8	14	16	2	17	10	13	m	i	z	r	n	u	t	g	a	w	v	f	q	c	x	j	e	p	0	16	9	12	13	14	5	6	10	8	17	7	4	3	1	15	2	11	0	MBL_14May2019_11-06.txt	400	300	18	300	left	W	1	5	W	0
main	1	0	31	MBL	T1	0	False	False	True	m	i	z	r	n	u	t	g	a	w	v	f	q	c	x	j	e	p	7	4	15	12	5	9	3	11	0	1	6	8	14	16	2	17	10	13	m	i	z	r	n	u	t	g	a	w	v	f	q	c	x	j	e	p	0	16	9	12	13	14	5	6	10	8	17	7	4	3	1	15	2	11	0	MBL_14May2019_11-06.txt	400	300	18	300	right	X	1	5	X	0
main	1	0	32	MBL	T1	0	False	False	True	v	o	q	g	f	k	w	h	j	y	m	u	r	i	z	d	x	p	17	1	14	4	8	12	13	0	7	3	15	2	9	5	6	11	16	10	v	o	q	g	f	k	w	h	j	y	m	u	r	i	z	d	x	p	11	17	0	7	15	16	13	10	12	1	2	6	9	3	8	4	14	5	0	MBL_14May2019_11-06.txt	400	300	18	300	left	G	1	9	G	0
main	1	0	32	MBL	T1	0	False	False	True	v	o	q	g	f	k	w	h	j	y	m	u	r	i	z	d	x	p	17	1	14	4	8	12	13	0	7	3	15	2	9	5	6	11	16	10	v	o	q	g	f	k	w	h	j	y	m	u	r	i	z	d	x	p	11	17	0	7	15	16	13	10	12	1	2	6	9	3	8	4	14	5	0	MBL_14May2019_11-06.txt	400	300	18	300	right	O	1	9	O	0
main	1	0	33	MBL	T1	0	False	False	True	f	z	y	s	g	n	v	l	j	u	h	r	w	m	c	k	b	d	14	0	6	4	15	17	7	12	3	9	5	16	10	13	8	2	1	11	f	z	y	s	g	n	v	l	j	u	h	r	w	m	c	k	b	d	17	7	1	3	6	0	8	5	4	2	11	9	10	13	15	14	12	16	0	MBL_14May2019_11-06.txt	400	300	18	300	left	H	1	12	H	0
main	1	0	33	MBL	T1	0	False	False	True	f	z	y	s	g	n	v	l	j	u	h	r	w	m	c	k	b	d	14	0	6	4	15	17	7	12	3	9	5	16	10	13	8	2	1	11	f	z	y	s	g	n	v	l	j	u	h	r	w	m	c	k	b	d	17	7	1	3	6	0	8	5	4	2	11	9	10	13	15	14	12	16	0	MBL_14May2019_11-06.txt	400	300	18	300	right	H	0	12	N	-5
main	1	0	34	MBL	T1	0	False	False	False	d	p	m	e	l	v	y	s	i	j	t	z	g	x	h	k	n	o	10	9	11	2	7	14	17	15	3	12	0	16	13	5	4	1	8	6	d	p	m	e	l	v	y	s	i	j	t	z	g	x	h	k	n	o	7	8	1	10	3	4	15	17	9	12	5	0	6	14	16	11	13	2	0	MBL_14May2019_11-06.txt	400	300	18	300	left	O	1	6	O	0
main	1	0	34	MBL	T1	0	False	False	False	d	p	m	e	l	v	y	s	i	j	t	z	g	x	h	k	n	o	10	9	11	2	7	14	17	15	3	12	0	16	13	5	4	1	8	6	d	p	m	e	l	v	y	s	i	j	t	z	g	x	h	k	n	o	7	8	1	10	3	4	15	17	9	12	5	0	6	14	16	11	13	2	0	MBL_14May2019_11-06.txt	400	300	18	300	right	K	1	6	K	0
main	1	0	35	MBL	T1	0	False	False	False	g	i	q	e	w	y	h	s	j	o	t	b	k	f	z	v	d	r	1	13	10	7	8	5	0	17	4	9	11	6	15	16	14	2	12	3	g	i	q	e	w	y	h	s	j	o	t	b	k	f	z	v	d	r	6	0	13	4	11	14	2	5	17	1	9	16	10	7	3	8	15	12	1	MBL_14May2019_11-06.txt	400	300	18	300	left	H	1	11	H	0
main	1	0	35	MBL	T1	0	False	False	False	g	i	q	e	w	y	h	s	j	o	t	b	k	f	z	v	d	r	1	13	10	7	8	5	0	17	4	9	11	6	15	16	14	2	12	3	g	i	q	e	w	y	h	s	j	o	t	b	k	f	z	v	d	r	6	0	13	4	11	14	2	5	17	1	9	16	10	7	3	8	15	12	1	MBL_14May2019_11-06.txt	400	300	18	300	right	D	1	11	D	0
main	1	0	36	MBL	T1	0	False	False	True	r	u	i	t	g	h	n	m	l	d	a	x	y	q	j	k	v	w	7	6	14	10	13	11	8	12	9	1	17	5	2	16	4	3	15	0	r	u	i	t	g	h	n	m	l	d	a	x	y	q	j	k	v	w	3	12	14	10	6	0	1	2	13	15	4	9	8	11	17	16	7	5	0	MBL_14May2019_11-06.txt	400	300	18	300	left	I	1	12	I	0
main	1	0	36	MBL	T1	0	False	False	True	r	u	i	t	g	h	n	m	l	d	a	x	y	q	j	k	v	w	7	6	14	10	13	11	8	12	9	1	17	5	2	16	4	3	15	0	r	u	i	t	g	h	n	m	l	d	a	x	y	q	j	k	v	w	3	12	14	10	6	0	1	2	13	15	4	9	8	11	17	16	7	5	0	MBL_14May2019_11-06.txt	400	300	18	300	right	L	1	12	L	0
main	1	0	37	MBL	T1	0	False	False	False	n	c	d	y	t	g	m	b	x	v	r	o	l	k	u	p	f	e	3	1	0	10	13	17	5	9	11	2	15	8	12	14	6	16	4	7	n	c	d	y	t	g	m	b	x	v	r	o	l	k	u	p	f	e	17	12	15	14	16	8	10	9	4	3	1	0	5	11	2	7	13	6	0	MBL_14May2019_11-06.txt	400	300	18	300	left	L	1	12	L	0
main	1	0	37	MBL	T1	0	False	False	False	n	c	d	y	t	g	m	b	x	v	r	o	l	k	u	p	f	e	3	1	0	10	13	17	5	9	11	2	15	8	12	14	6	16	4	7	n	c	d	y	t	g	m	b	x	v	r	o	l	k	u	p	f	e	17	12	15	14	16	8	10	9	4	3	1	0	5	11	2	7	13	6	0	MBL_14May2019_11-06.txt	400	300	18	300	right	G	0	12	O	1
main	1	0	38	MBL	T1	0	False	False	False	a	i	l	y	c	k	d	j	e	g	b	w	t	r	z	o	m	q	8	16	3	1	4	0	7	17	10	12	6	2	9	13	11	15	5	14	a	i	l	y	c	k	d	j	e	g	b	w	t	r	z	o	m	q	14	13	2	10	9	5	3	6	12	4	1	11	7	16	17	15	8	0	0	MBL_14May2019_11-06.txt	400	300	18	300	left	T	1	9	T	0
main	1	0	38	MBL	T1	0	False	False	False	a	i	l	y	c	k	d	j	e	g	b	w	t	r	z	o	m	q	8	16	3	1	4	0	7	17	10	12	6	2	9	13	11	15	5	14	a	i	l	y	c	k	d	j	e	g	b	w	t	r	z	o	m	q	14	13	2	10	9	5	3	6	12	4	1	11	7	16	17	15	8	0	0	MBL_14May2019_11-06.txt	400	300	18	300	right	C	0	9	I	1
main	1	0	39	MBL	T1	0	False	False	True	s	t	i	m	e	u	y	w	l	a	h	n	j	q	v	c	f	z	11	2	14	15	4	16	6	7	17	8	5	0	1	12	13	10	9	3	s	t	i	m	e	u	y	w	l	a	h	n	j	q	v	c	f	z	13	11	1	16	15	12	6	9	2	3	5	14	7	17	8	10	0	4	0	MBL_14May2019_11-06.txt	400	300	18	300	left	F	1	5	F	0
main	1	0	39	MBL	T1	0	False	False	True	s	t	i	m	e	u	y	w	l	a	h	n	j	q	v	c	f	z	11	2	14	15	4	16	6	7	17	8	5	0	1	12	13	10	9	3	s	t	i	m	e	u	y	w	l	a	h	n	j	q	v	c	f	z	13	11	1	16	15	12	6	9	2	3	5	14	7	17	8	10	0	4	0	MBL_14May2019_11-06.txt	400	300	18	300	right	J	1	5	J	0
main	1	0	40	MBL	T1	0	False	False	False	u	a	h	z	b	e	r	k	s	o	j	w	d	l	p	n	m	q	11	14	12	6	4	10	15	13	2	9	7	8	3	5	0	17	16	1	u	a	h	z	b	e	r	k	s	o	j	w	d	l	p	n	m	q	9	3	6	12	0	2	4	5	10	13	14	17	11	7	16	15	1	8	0	MBL_14May2019_11-06.txt	400	300	18	300	left	Z	1	12	Z	0
main	1	0	40	MBL	T1	0	False	False	False	u	a	h	z	b	e	r	k	s	o	j	w	d	l	p	n	m	q	11	14	12	6	4	10	15	13	2	9	7	8	3	5	0	17	16	1	u	a	h	z	b	e	r	k	s	o	j	w	d	l	p	n	m	q	9	3	6	12	0	2	4	5	10	13	14	17	11	7	16	15	1	8	0	MBL_14May2019_11-06.txt	400	300	18	300	right	W	1	12	W	0
main	1	0	41	MBL	T1	0	False	False	True	y	n	v	k	e	p	i	x	z	r	q	d	f	h	o	t	a	j	14	11	5	15	7	9	3	2	6	17	12	13	0	4	1	10	16	8	y	n	v	k	e	p	i	x	z	r	q	d	f	h	o	t	a	j	1	2	15	5	14	13	0	11	7	4	3	16	6	9	12	8	17	10	0	MBL_14May2019_11-06.txt	400	300	18	300	left	J	1	9	J	0
main	1	0	41	MBL	T1	0	False	False	True	y	n	v	k	e	p	i	x	z	r	q	d	f	h	o	t	a	j	14	11	5	15	7	9	3	2	6	17	12	13	0	4	1	10	16	8	y	n	v	k	e	p	i	x	z	r	q	d	f	h	o	t	a	j	1	2	15	5	14	13	0	11	7	4	3	16	6	9	12	8	17	10	0	MBL_14May2019_11-06.txt	400	300	18	300	right	E	0	9	X	-1
main	1	0	42	MBL	T1	0	False	False	True	z	w	q	e	j	i	k	t	p	o	s	v	r	m	y	n	h	c	15	2	13	1	16	0	8	5	14	3	7	6	17	12	11	9	10	4	z	w	q	e	j	i	k	t	p	o	s	v	r	m	y	n	h	c	17	2	3	9	1	7	6	14	11	15	16	8	13	10	4	12	0	5	0	MBL_14May2019_11-06.txt	400	300	18	300	left	I	1	7	I	0
main	1	0	42	MBL	T1	0	False	False	True	z	w	q	e	j	i	k	t	p	o	s	v	r	m	y	n	h	c	15	2	13	1	16	0	8	5	14	3	7	6	17	12	11	9	10	4	z	w	q	e	j	i	k	t	p	o	s	v	r	m	y	n	h	c	17	2	3	9	1	7	6	14	11	15	16	8	13	10	4	12	0	5	0	MBL_14May2019_11-06.txt	400	300	18	300	right	Y	1	7	Y	0
main	1	0	43	MBL	T1	0	False	False	True	u	h	t	j	f	v	c	r	o	b	n	p	z	y	i	e	q	l	4	2	13	15	17	6	7	0	10	11	12	8	3	14	5	1	9	16	u	h	t	j	f	v	c	r	o	b	n	p	z	y	i	e	q	l	14	6	2	10	8	13	17	15	11	1	3	0	5	4	7	9	12	16	0	MBL_14May2019_11-06.txt	400	300	18	300	left	Z	1	10	Z	0
main	1	0	43	MBL	T1	0	False	False	True	u	h	t	j	f	v	c	r	o	b	n	p	z	y	i	e	q	l	4	2	13	15	17	6	7	0	10	11	12	8	3	14	5	1	9	16	u	h	t	j	f	v	c	r	o	b	n	p	z	y	i	e	q	l	14	6	2	10	8	13	17	15	11	1	3	0	5	4	7	9	12	16	0	MBL_14May2019_11-06.txt	400	300	18	300	right	J	1	10	J	0
main	1	0	44	MBL	T1	0	False	False	True	p	f	s	i	e	t	g	v	k	h	z	w	y	n	l	c	m	a	2	8	11	4	6	10	7	13	17	1	0	15	5	12	3	9	14	16	p	f	s	i	e	t	g	v	k	h	z	w	y	n	l	c	m	a	0	16	10	5	14	1	13	4	8	2	3	9	7	6	15	11	12	17	0	MBL_14May2019_11-06.txt	400	300	18	300	left	T	1	12	T	0
main	1	0	44	MBL	T1	0	False	False	True	p	f	s	i	e	t	g	v	k	h	z	w	y	n	l	c	m	a	2	8	11	4	6	10	7	13	17	1	0	15	5	12	3	9	14	16	p	f	s	i	e	t	g	v	k	h	z	w	y	n	l	c	m	a	0	16	10	5	14	1	13	4	8	2	3	9	7	6	15	11	12	17	0	MBL_14May2019_11-06.txt	400	300	18	300	right	V	1	12	V	0
main	1	0	45	MBL	T1	0	False	False	False	w	c	a	f	l	u	r	i	d	n	t	b	h	j	q	m	o	p	5	16	6	12	8	2	3	10	7	9	14	13	15	4	1	17	11	0	w	c	a	f	l	u	r	i	d	n	t	b	h	j	q	m	o	p	10	11	9	0	15	8	13	1	4	2	16	14	17	12	3	7	5	6	0	MBL_14May2019_11-06.txt	400	300	18	300	left	I	1	8	I	0
main	1	0	45	MBL	T1	0	False	False	False	w	c	a	f	l	u	r	i	d	n	t	b	h	j	q	m	o	p	5	16	6	12	8	2	3	10	7	9	14	13	15	4	1	17	11	0	w	c	a	f	l	u	r	i	d	n	t	b	h	j	q	m	o	p	10	11	9	0	15	8	13	1	4	2	16	14	17	12	3	7	5	6	0	MBL_14May2019_11-06.txt	400	300	18	300	right	L	1	8	L	0
main	1	0	46	MBL	T1	0	False	False	True	n	z	m	f	y	p	i	e	w	t	b	g	c	u	k	q	x	h	9	0	16	2	17	5	3	1	15	4	14	8	13	6	11	12	7	10	n	z	m	f	y	p	i	e	w	t	b	g	c	u	k	q	x	h	16	17	14	9	3	15	11	2	7	13	10	12	5	0	6	1	8	4	0	MBL_14May2019_11-06.txt	400	300	18	300	left	W	1	11	W	0
main	1	0	46	MBL	T1	0	False	False	True	n	z	m	f	y	p	i	e	w	t	b	g	c	u	k	q	x	h	9	0	16	2	17	5	3	1	15	4	14	8	13	6	11	12	7	10	n	z	m	f	y	p	i	e	w	t	b	g	c	u	k	q	x	h	16	17	14	9	3	15	11	2	7	13	10	12	5	0	6	1	8	4	0	MBL_14May2019_11-06.txt	400	300	18	300	right	C	0	11	B	-1
main	1	0	0	MBL	T1	0	False	False	True	h	m	u	l	t	y	j	e	i	c	x	a	z	k	s	b	w	f	10	12	9	6	15	17	3	1	4	13	8	0	7	2	5	14	16	11	h	m	u	l	t	y	j	e	i	c	x	a	z	k	s	b	w	f	4	7	15	1	2	5	9	8	10	0	17	14	13	6	3	16	12	11	1	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	M	1	7	M	0
main	1	0	0	MBL	T1	0	False	False	True	h	m	u	l	t	y	j	e	i	c	x	a	z	k	s	b	w	f	10	12	9	6	15	17	3	1	4	13	8	0	7	2	5	14	16	11	h	m	u	l	t	y	j	e	i	c	x	a	z	k	s	b	w	f	4	7	15	1	2	5	9	8	10	0	17	14	13	6	3	16	12	11	1	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	I	0	7	K	5
main	1	0	1	MBL	T1	0	False	False	False	b	h	g	s	e	c	l	r	x	q	w	m	y	o	i	p	z	v	8	14	17	1	13	3	9	16	4	11	6	15	12	10	2	0	5	7	b	h	g	s	e	c	l	r	x	q	w	m	y	o	i	p	z	v	3	10	5	4	2	1	17	9	0	7	6	13	8	16	14	15	12	11	2	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	S	1	5	S	0
main	1	0	1	MBL	T1	0	False	False	False	b	h	g	s	e	c	l	r	x	q	w	m	y	o	i	p	z	v	8	14	17	1	13	3	9	16	4	11	6	15	12	10	2	0	5	7	b	h	g	s	e	c	l	r	x	q	w	m	y	o	i	p	z	v	3	10	5	4	2	1	17	9	0	7	6	13	8	16	14	15	12	11	2	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	H	0	5	W	-4
