experimentPhase	block	condition	trialnum	subject	task	noisePercent	leftStreamFlip	rightStreamFlip	rightResponseFirst	word1_0	word1_1	word1_2	word1_3	word1_4	word1_5	word1_6	word1_7	word1_8	word1_9	word1_10	word1_11	word1_12	word1_13	word1_14	word1_15	word1_16	word1_17	Seq1_0	Seq1_1	Seq1_2	Seq1_3	Seq1_4	Seq1_5	Seq1_6	Seq1_7	Seq1_8	Seq1_9	Seq1_10	Seq1_11	Seq1_12	Seq1_13	Seq1_14	Seq1_15	Seq1_16	Seq1_17	word2_0	word2_1	word2_2	word2_3	word2_4	word2_5	word2_6	word2_7	word2_8	word2_9	word2_10	word2_11	word2_12	word2_13	word2_14	word2_15	word2_16	word2_17	Seq2_0	Seq2_1	Seq2_2	Seq2_3	Seq2_4	Seq2_5	Seq2_6	Seq2_7	Seq2_8	Seq2_9	Seq2_10	Seq2_11	Seq2_12	Seq2_13	Seq2_14	Seq2_15	Seq2_16	Seq2_17	timingBlips	file	SOA	letterdurDesired	letterDurFrames	letterdur	side	answer	correct	targetSP	response	SPE
main	1	0	2	MBL	T1	0	False	False	True	v	u	y	l	d	w	o	k	p	h	b	j	i	n	f	m	t	q	14	7	9	0	6	15	2	17	3	4	1	10	12	11	5	16	8	13	v	u	y	l	d	w	o	k	p	h	b	j	i	n	f	m	t	q	10	3	12	11	1	13	5	8	9	15	14	0	17	6	4	2	16	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	L	0	8	I	4
main	1	0	2	MBL	T1	0	False	False	True	v	u	y	l	d	w	o	k	p	h	b	j	i	n	f	m	t	q	14	7	9	0	6	15	2	17	3	4	1	10	12	11	5	16	8	13	v	u	y	l	d	w	o	k	p	h	b	j	i	n	f	m	t	q	10	3	12	11	1	13	5	8	9	15	14	0	17	6	4	2	16	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	H	1	8	H	0
main	1	0	3	MBL	T1	0	False	False	True	t	b	q	e	r	o	v	f	c	z	d	i	p	n	l	g	j	h	7	8	4	14	0	17	16	3	11	1	6	15	2	5	12	9	10	13	t	b	q	e	r	o	v	f	c	z	d	i	p	n	l	g	j	h	1	9	3	15	11	10	13	14	5	8	0	12	6	2	7	4	16	17	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	B	1	9	B	0
main	1	0	3	MBL	T1	0	False	False	True	t	b	q	e	r	o	v	f	c	z	d	i	p	n	l	g	j	h	7	8	4	14	0	17	16	3	11	1	6	15	2	5	12	9	10	13	t	b	q	e	r	o	v	f	c	z	d	i	p	n	l	g	j	h	1	9	3	15	11	10	13	14	5	8	0	12	6	2	7	4	16	17	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	C	1	9	C	0
main	1	0	4	MBL	T1	0	False	False	True	j	d	c	p	n	k	b	a	r	x	m	f	l	o	i	s	u	z	10	13	7	12	17	15	16	5	8	0	4	14	1	6	9	3	11	2	j	d	c	p	n	k	b	a	r	x	m	f	l	o	i	s	u	z	13	8	12	15	7	17	10	14	0	11	6	3	2	9	4	16	5	1	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	S	1	5	S	0
main	1	0	4	MBL	T1	0	False	False	True	j	d	c	p	n	k	b	a	r	x	m	f	l	o	i	s	u	z	10	13	7	12	17	15	16	5	8	0	4	14	1	6	9	3	11	2	j	d	c	p	n	k	b	a	r	x	m	f	l	o	i	s	u	z	13	8	12	15	7	17	10	14	0	11	6	3	2	9	4	16	5	1	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Z	0	5	A	-1
main	1	0	5	MBL	T1	0	False	False	True	r	m	j	y	p	w	h	z	g	u	e	x	i	q	o	a	v	k	15	16	7	13	4	8	3	17	2	0	6	14	9	11	1	5	12	10	r	m	j	y	p	w	h	z	g	u	e	x	i	q	o	a	v	k	2	13	15	11	5	16	6	1	8	17	7	9	14	12	4	3	0	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	O	1	11	O	0
main	1	0	5	MBL	T1	0	False	False	True	r	m	j	y	p	w	h	z	g	u	e	x	i	q	o	a	v	k	15	16	7	13	4	8	3	17	2	0	6	14	9	11	1	5	12	10	r	m	j	y	p	w	h	z	g	u	e	x	i	q	o	a	v	k	2	13	15	11	5	16	6	1	8	17	7	9	14	12	4	3	0	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	U	1	11	U	0
main	1	0	6	MBL	T1	0	False	False	False	i	w	f	e	g	q	l	y	k	m	j	r	s	p	h	c	d	n	4	7	9	16	1	17	12	2	3	15	5	6	0	8	14	13	10	11	i	w	f	e	g	q	l	y	k	m	j	r	s	p	h	c	d	n	12	4	8	6	7	13	1	3	0	5	2	9	14	15	16	17	10	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	E	1	8	E	0
main	1	0	6	MBL	T1	0	False	False	False	i	w	f	e	g	q	l	y	k	m	j	r	s	p	h	c	d	n	4	7	9	16	1	17	12	2	3	15	5	6	0	8	14	13	10	11	i	w	f	e	g	q	l	y	k	m	j	r	s	p	h	c	d	n	12	4	8	6	7	13	1	3	0	5	2	9	14	15	16	17	10	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	I	1	8	I	0
main	1	0	7	MBL	T1	0	False	False	False	w	y	x	r	g	d	v	h	q	i	m	j	p	n	b	z	o	c	9	15	12	5	1	4	0	10	2	13	17	11	16	8	3	6	14	7	w	y	x	r	g	d	v	h	q	i	m	j	p	n	b	z	o	c	14	6	2	12	17	3	15	8	7	11	5	13	1	0	10	16	4	9	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	W	1	6	W	0
main	1	0	7	MBL	T1	0	False	False	False	w	y	x	r	g	d	v	h	q	i	m	j	p	n	b	z	o	c	9	15	12	5	1	4	0	10	2	13	17	11	16	8	3	6	14	7	w	y	x	r	g	d	v	h	q	i	m	j	p	n	b	z	o	c	14	6	2	12	17	3	15	8	7	11	5	13	1	0	10	16	4	9	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Z	1	6	Z	0
main	1	0	8	MBL	T1	0	False	False	False	a	f	j	m	z	o	t	p	n	v	d	x	g	y	k	u	h	s	11	13	10	16	4	6	1	0	17	9	14	15	8	5	3	7	12	2	a	f	j	m	z	o	t	p	n	v	d	x	g	y	k	u	h	s	13	16	4	2	15	9	6	12	17	14	1	7	3	0	8	10	5	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	N	0	12	R	-7
main	1	0	8	MBL	T1	0	False	False	False	a	f	j	m	z	o	t	p	n	v	d	x	g	y	k	u	h	s	11	13	10	16	4	6	1	0	17	9	14	15	8	5	3	7	12	2	a	f	j	m	z	o	t	p	n	v	d	x	g	y	k	u	h	s	13	16	4	2	15	9	6	12	17	14	1	7	3	0	8	10	5	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	M	1	12	M	0
main	1	0	9	MBL	T1	0	False	False	False	s	x	c	o	v	m	p	h	l	k	w	a	j	e	g	t	z	q	11	8	6	13	3	17	1	0	7	14	12	4	9	10	5	16	15	2	s	x	c	o	v	m	p	h	l	k	w	a	j	e	g	t	z	q	16	12	4	8	7	13	15	1	17	3	5	11	0	14	6	9	2	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	G	1	9	G	0
main	1	0	9	MBL	T1	0	False	False	False	s	x	c	o	v	m	p	h	l	k	w	a	j	e	g	t	z	q	11	8	6	13	3	17	1	0	7	14	12	4	9	10	5	16	15	2	s	x	c	o	v	m	p	h	l	k	w	a	j	e	g	t	z	q	16	12	4	8	7	13	15	1	17	3	5	11	0	14	6	9	2	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	O	1	9	O	0
main	1	0	10	MBL	T1	0	False	False	False	w	a	c	o	s	t	r	u	v	d	x	l	b	m	j	g	e	n	5	3	11	13	14	7	8	15	6	12	4	2	17	9	0	10	16	1	w	a	c	o	s	t	r	u	v	d	x	l	b	m	j	g	e	n	3	9	7	14	6	12	11	4	10	5	13	0	17	15	8	1	16	2	1	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	R	1	8	R	0
main	1	0	10	MBL	T1	0	False	False	False	w	a	c	o	s	t	r	u	v	d	x	l	b	m	j	g	e	n	5	3	11	13	14	7	8	15	6	12	4	2	17	9	0	10	16	1	w	a	c	o	s	t	r	u	v	d	x	l	b	m	j	g	e	n	3	9	7	14	6	12	11	4	10	5	13	0	17	15	8	1	16	2	1	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	X	1	8	X	0
main	1	0	11	MBL	T1	0	False	False	True	b	m	g	c	r	p	i	y	z	e	q	s	o	t	n	v	j	k	10	9	17	15	13	1	14	11	12	5	2	3	7	8	0	4	16	6	b	m	g	c	r	p	i	y	z	e	q	s	o	t	n	v	j	k	2	4	6	5	11	10	8	12	15	0	14	9	16	1	13	7	17	3	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	C	1	11	C	0
main	1	0	11	MBL	T1	0	False	False	True	b	m	g	c	r	p	i	y	z	e	q	s	o	t	n	v	j	k	10	9	17	15	13	1	14	11	12	5	2	3	7	8	0	4	16	6	b	m	g	c	r	p	i	y	z	e	q	s	o	t	n	v	j	k	2	4	6	5	11	10	8	12	15	0	14	9	16	1	13	7	17	3	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	E	0	11	H	11
main	1	0	12	MBL	T1	0	False	False	True	i	e	m	b	f	s	r	h	g	d	z	k	v	l	c	p	j	w	1	7	11	9	14	2	8	10	12	13	6	0	4	17	3	5	15	16	i	e	m	b	f	s	r	h	g	d	z	k	v	l	c	p	j	w	11	0	6	15	2	13	8	14	3	10	12	7	16	4	9	17	1	5	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	G	1	6	G	0
main	1	0	12	MBL	T1	0	False	False	True	i	e	m	b	f	s	r	h	g	d	z	k	v	l	c	p	j	w	1	7	11	9	14	2	8	10	12	13	6	0	4	17	3	5	15	16	i	e	m	b	f	s	r	h	g	d	z	k	v	l	c	p	j	w	11	0	6	15	2	13	8	14	3	10	12	7	16	4	9	17	1	5	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	G	0	6	C	1
main	1	0	13	MBL	T1	0	False	False	False	m	n	p	h	t	d	l	c	r	z	a	j	o	g	v	s	f	e	12	11	15	0	1	6	4	7	10	9	13	3	17	2	5	8	16	14	m	n	p	h	t	d	l	c	r	z	a	j	o	g	v	s	f	e	4	10	17	14	12	5	15	1	7	9	8	13	3	11	0	2	6	16	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	L	0	5	I	9
main	1	0	13	MBL	T1	0	False	False	False	m	n	p	h	t	d	l	c	r	z	a	j	o	g	v	s	f	e	12	11	15	0	1	6	4	7	10	9	13	3	17	2	5	8	16	14	m	n	p	h	t	d	l	c	r	z	a	j	o	g	v	s	f	e	4	10	17	14	12	5	15	1	7	9	8	13	3	11	0	2	6	16	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	D	0	5	H	7
main	1	0	14	MBL	T1	0	False	False	True	t	e	h	f	g	m	i	d	n	j	x	c	v	l	a	z	w	o	11	8	13	5	1	12	9	2	14	6	0	4	3	7	15	17	16	10	t	e	h	f	g	m	i	d	n	j	x	c	v	l	a	z	w	o	17	15	9	14	8	0	2	1	10	12	6	4	13	11	5	16	3	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	V	1	5	V	0
main	1	0	14	MBL	T1	0	False	False	True	t	e	h	f	g	m	i	d	n	j	x	c	v	l	a	z	w	o	11	8	13	5	1	12	9	2	14	6	0	4	3	7	15	17	16	10	t	e	h	f	g	m	i	d	n	j	x	c	v	l	a	z	w	o	17	15	9	14	8	0	2	1	10	12	6	4	13	11	5	16	3	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	T	0	5	I	5
main	1	0	15	MBL	T1	0	False	False	False	t	a	w	f	n	b	e	r	k	u	j	d	s	l	h	m	q	o	14	5	8	10	7	11	13	9	0	3	12	15	1	17	6	4	16	2	t	a	w	f	n	b	e	r	k	u	j	d	s	l	h	m	q	o	10	13	15	1	4	17	16	12	0	11	5	9	14	8	3	6	2	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	L	1	6	L	0
main	1	0	15	MBL	T1	0	False	False	False	t	a	w	f	n	b	e	r	k	u	j	d	s	l	h	m	q	o	14	5	8	10	7	11	13	9	0	3	12	15	1	17	6	4	16	2	t	a	w	f	n	b	e	r	k	u	j	d	s	l	h	m	q	o	10	13	15	1	4	17	16	12	0	11	5	9	14	8	3	6	2	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Q	0	6	H	6
main	1	0	16	MBL	T1	0	False	False	False	s	r	x	n	z	i	v	f	j	p	h	k	c	l	o	t	a	e	14	6	16	12	15	7	8	4	5	2	13	9	1	3	0	17	11	10	s	r	x	n	z	i	v	f	j	p	h	k	c	l	o	t	a	e	3	6	0	12	4	9	5	10	15	14	17	16	13	2	11	1	8	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	J	1	6	J	0
main	1	0	16	MBL	T1	0	False	False	False	s	r	x	n	z	i	v	f	j	p	h	k	c	l	o	t	a	e	14	6	16	12	15	7	8	4	5	2	13	9	1	3	0	17	11	10	s	r	x	n	z	i	v	f	j	p	h	k	c	l	o	t	a	e	3	6	0	12	4	9	5	10	15	14	17	16	13	2	11	1	8	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	I	0	6	H	1
main	1	0	17	MBL	T1	0	False	False	False	y	x	r	j	p	c	e	z	t	s	v	h	u	d	f	n	l	o	17	13	9	4	0	16	2	8	3	15	11	1	10	5	12	14	6	7	y	x	r	j	p	c	e	z	t	s	v	h	u	d	f	n	l	o	2	15	8	1	7	14	6	11	0	3	10	5	16	9	17	13	12	4	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	H	1	10	H	0
main	1	0	17	MBL	T1	0	False	False	False	y	x	r	j	p	c	e	z	t	s	v	h	u	d	f	n	l	o	17	13	9	4	0	16	2	8	3	15	11	1	10	5	12	14	6	7	y	x	r	j	p	c	e	z	t	s	v	h	u	d	f	n	l	o	2	15	8	1	7	14	6	11	0	3	10	5	16	9	17	13	12	4	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	V	0	10	X	-7
main	1	0	18	MBL	T1	0	False	False	True	z	u	y	e	b	s	w	i	f	d	x	v	q	g	n	t	a	k	9	2	7	12	5	1	0	17	8	11	13	16	15	3	6	4	10	14	z	u	y	e	b	s	w	i	f	d	x	v	q	g	n	t	a	k	14	16	3	5	12	2	9	1	11	6	7	4	10	0	15	17	13	8	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	K	1	7	K	0
main	1	0	18	MBL	T1	0	False	False	True	z	u	y	e	b	s	w	i	f	d	x	v	q	g	n	t	a	k	9	2	7	12	5	1	0	17	8	11	13	16	15	3	6	4	10	14	z	u	y	e	b	s	w	i	f	d	x	v	q	g	n	t	a	k	14	16	3	5	12	2	9	1	11	6	7	4	10	0	15	17	13	8	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	U	1	7	U	0
main	1	0	19	MBL	T1	0	False	False	True	d	f	q	w	c	u	k	i	l	r	o	m	g	x	t	n	p	a	4	6	8	5	10	7	13	16	3	14	15	1	12	9	17	0	2	11	d	f	q	w	c	u	k	i	l	r	o	m	g	x	t	n	p	a	4	10	0	16	6	8	9	11	12	13	1	5	3	17	14	7	15	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	N	1	10	N	0
main	1	0	19	MBL	T1	0	False	False	True	d	f	q	w	c	u	k	i	l	r	o	m	g	x	t	n	p	a	4	6	8	5	10	7	13	16	3	14	15	1	12	9	17	0	2	11	d	f	q	w	c	u	k	i	l	r	o	m	g	x	t	n	p	a	4	10	0	16	6	8	9	11	12	13	1	5	3	17	14	7	15	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	F	0	10	L	-5
main	1	0	20	MBL	T1	0	False	False	False	f	k	a	v	z	u	r	b	m	i	o	p	h	c	d	n	s	t	15	8	14	13	10	5	7	2	11	9	12	4	0	17	3	16	1	6	f	k	a	v	z	u	r	b	m	i	o	p	h	c	d	n	s	t	0	9	3	2	8	10	4	17	5	1	6	14	11	16	15	13	12	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	P	1	8	P	0
main	1	0	20	MBL	T1	0	False	False	False	f	k	a	v	z	u	r	b	m	i	o	p	h	c	d	n	s	t	15	8	14	13	10	5	7	2	11	9	12	4	0	17	3	16	1	6	f	k	a	v	z	u	r	b	m	i	o	p	h	c	d	n	s	t	0	9	3	2	8	10	4	17	5	1	6	14	11	16	15	13	12	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	U	1	8	U	0
main	1	0	21	MBL	T1	0	False	False	False	x	n	r	y	z	a	p	k	h	e	q	s	w	l	v	b	u	g	9	12	11	3	4	15	5	1	7	13	0	8	16	17	14	2	6	10	x	n	r	y	z	a	p	k	h	e	q	s	w	l	v	b	u	g	4	15	8	6	11	17	9	7	5	13	12	1	14	10	16	0	3	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	X	1	10	X	0
main	1	0	21	MBL	T1	0	False	False	False	x	n	r	y	z	a	p	k	h	e	q	s	w	l	v	b	u	g	9	12	11	3	4	15	5	1	7	13	0	8	16	17	14	2	6	10	x	n	r	y	z	a	p	k	h	e	q	s	w	l	v	b	u	g	4	15	8	6	11	17	9	7	5	13	12	1	14	10	16	0	3	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	W	1	10	W	0
main	1	0	22	MBL	T1	0	False	False	True	c	u	y	k	l	g	p	e	q	n	w	h	x	d	i	f	o	m	6	9	1	10	11	14	13	17	7	12	15	4	2	0	3	5	8	16	c	u	y	k	l	g	p	e	q	n	w	h	x	d	i	f	o	m	11	16	7	13	1	0	5	4	6	15	14	2	17	10	12	3	9	8	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	D	1	6	D	0
main	1	0	22	MBL	T1	0	False	False	True	c	u	y	k	l	g	p	e	q	n	w	h	x	d	i	f	o	m	6	9	1	10	11	14	13	17	7	12	15	4	2	0	3	5	8	16	c	u	y	k	l	g	p	e	q	n	w	h	x	d	i	f	o	m	11	16	7	13	1	0	5	4	6	15	14	2	17	10	12	3	9	8	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	G	0	6	H	-6
main	1	0	23	MBL	T1	0	False	False	True	q	n	b	s	e	z	g	r	f	y	l	v	x	d	h	a	i	m	0	17	11	12	2	14	5	3	4	1	10	9	6	7	15	8	16	13	q	n	b	s	e	z	g	r	f	y	l	v	x	d	h	a	i	m	16	13	14	9	3	15	5	2	0	17	11	6	1	7	8	12	4	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	N	1	9	N	0
main	1	0	23	MBL	T1	0	False	False	True	q	n	b	s	e	z	g	r	f	y	l	v	x	d	h	a	i	m	0	17	11	12	2	14	5	3	4	1	10	9	6	7	15	8	16	13	q	n	b	s	e	z	g	r	f	y	l	v	x	d	h	a	i	m	16	13	14	9	3	15	5	2	0	17	11	6	1	7	8	12	4	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	M	1	9	M	0
main	1	0	24	MBL	T1	0	False	False	False	j	k	u	x	q	e	m	h	p	g	r	z	y	d	o	t	a	n	3	6	5	14	11	1	9	16	15	13	2	7	4	17	0	8	12	10	j	k	u	x	q	e	m	h	p	g	r	z	y	d	o	t	a	n	7	6	3	5	17	12	10	8	4	0	13	11	9	16	2	14	15	1	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	U	1	10	U	0
main	1	0	24	MBL	T1	0	False	False	False	j	k	u	x	q	e	m	h	p	g	r	z	y	d	o	t	a	n	3	6	5	14	11	1	9	16	15	13	2	7	4	17	0	8	12	10	j	k	u	x	q	e	m	h	p	g	r	z	y	d	o	t	a	n	7	6	3	5	17	12	10	8	4	0	13	11	9	16	2	14	15	1	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	D	0	10	H	-10
main	1	0	25	MBL	T1	0	False	False	False	t	l	y	b	x	o	p	w	d	m	r	i	n	a	q	h	g	s	5	1	8	15	7	12	0	2	11	10	17	6	3	13	4	16	9	14	t	l	y	b	x	o	p	w	d	m	r	i	n	a	q	h	g	s	12	3	7	2	4	6	5	10	0	8	14	11	15	17	9	16	1	13	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	T	1	6	T	0
main	1	0	25	MBL	T1	0	False	False	False	t	l	y	b	x	o	p	w	d	m	r	i	n	a	q	h	g	s	5	1	8	15	7	12	0	2	11	10	17	6	3	13	4	16	9	14	t	l	y	b	x	o	p	w	d	m	r	i	n	a	q	h	g	s	12	3	7	2	4	6	5	10	0	8	14	11	15	17	9	16	1	13	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	O	1	6	O	0
main	1	0	26	MBL	T1	0	False	False	False	a	q	o	k	n	t	d	j	r	x	v	z	c	p	w	l	u	i	8	5	0	17	3	10	9	12	11	13	15	2	7	16	6	4	1	14	a	q	o	k	n	t	d	j	r	x	v	z	c	p	w	l	u	i	13	16	8	10	6	5	15	12	7	9	0	4	1	14	3	17	11	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	Z	1	8	Z	0
main	1	0	26	MBL	T1	0	False	False	False	a	q	o	k	n	t	d	j	r	x	v	z	c	p	w	l	u	i	8	5	0	17	3	10	9	12	11	13	15	2	7	16	6	4	1	14	a	q	o	k	n	t	d	j	r	x	v	z	c	p	w	l	u	i	13	16	8	10	6	5	15	12	7	9	0	4	1	14	3	17	11	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	J	1	8	J	0
main	1	0	27	MBL	T1	0	False	False	True	s	c	r	v	h	y	m	t	k	f	p	q	n	u	a	w	o	d	17	12	2	6	13	11	3	16	15	7	8	9	1	5	4	14	10	0	s	c	r	v	h	y	m	t	k	f	p	q	n	u	a	w	o	d	13	11	16	14	6	3	10	0	5	17	2	1	7	12	9	15	8	4	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	O	1	7	O	0
main	1	0	27	MBL	T1	0	False	False	True	s	c	r	v	h	y	m	t	k	f	p	q	n	u	a	w	o	d	17	12	2	6	13	11	3	16	15	7	8	9	1	5	4	14	10	0	s	c	r	v	h	y	m	t	k	f	p	q	n	u	a	w	o	d	13	11	16	14	6	3	10	0	5	17	2	1	7	12	9	15	8	4	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	S	0	7	Y	1
main	1	0	28	MBL	T1	0	False	False	True	i	z	t	a	p	o	y	b	r	m	v	c	u	n	e	x	h	k	12	9	16	2	3	10	11	13	6	0	4	5	1	14	17	15	7	8	i	z	t	a	p	o	y	b	r	m	v	c	u	n	e	x	h	k	14	8	7	16	3	1	15	12	6	10	4	5	17	9	11	2	0	13	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	P	1	10	P	0
main	1	0	28	MBL	T1	0	False	False	True	i	z	t	a	p	o	y	b	r	m	v	c	u	n	e	x	h	k	12	9	16	2	3	10	11	13	6	0	4	5	1	14	17	15	7	8	i	z	t	a	p	o	y	b	r	m	v	c	u	n	e	x	h	k	14	8	7	16	3	1	15	12	6	10	4	5	17	9	11	2	0	13	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	P	0	10	R	-9
main	1	0	29	MBL	T1	0	False	False	True	k	i	g	f	z	a	p	u	s	n	y	x	c	v	q	j	h	t	2	8	11	5	0	14	13	17	9	3	1	10	7	15	12	16	6	4	k	i	g	f	z	a	p	u	s	n	y	x	c	v	q	j	h	t	14	1	13	10	11	5	17	4	3	0	6	8	2	15	16	7	9	12	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	Y	1	11	Y	0
main	1	0	29	MBL	T1	0	False	False	True	k	i	g	f	z	a	p	u	s	n	y	x	c	v	q	j	h	t	2	8	11	5	0	14	13	17	9	3	1	10	7	15	12	16	6	4	k	i	g	f	z	a	p	u	s	n	y	x	c	v	q	j	h	t	14	1	13	10	11	5	17	4	3	0	6	8	2	15	16	7	9	12	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	S	1	11	S	0
main	1	0	30	MBL	T1	0	False	False	True	r	g	n	c	z	q	j	i	e	t	y	d	k	x	a	w	u	s	0	15	5	6	3	2	10	11	16	14	1	7	4	12	9	8	13	17	r	g	n	c	z	q	j	i	e	t	y	d	k	x	a	w	u	s	10	2	5	17	13	14	15	12	11	4	6	1	0	8	7	16	3	9	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	A	1	9	A	0
main	1	0	30	MBL	T1	0	False	False	True	r	g	n	c	z	q	j	i	e	t	y	d	k	x	a	w	u	s	0	15	5	6	3	2	10	11	16	14	1	7	4	12	9	8	13	17	r	g	n	c	z	q	j	i	e	t	y	d	k	x	a	w	u	s	10	2	5	17	13	14	15	12	11	4	6	1	0	8	7	16	3	9	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Z	1	9	Z	0
main	1	0	31	MBL	T1	0	False	False	False	p	e	y	j	b	o	s	h	k	f	m	r	w	a	g	l	z	n	1	7	14	17	8	0	15	3	11	4	12	2	6	16	13	9	5	10	p	e	y	j	b	o	s	h	k	f	m	r	w	a	g	l	z	n	2	12	11	5	13	16	14	7	3	1	15	0	9	10	8	17	4	6	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	P	1	5	P	0
main	1	0	31	MBL	T1	0	False	False	False	p	e	y	j	b	o	s	h	k	f	m	r	w	a	g	l	z	n	1	7	14	17	8	0	15	3	11	4	12	2	6	16	13	9	5	10	p	e	y	j	b	o	s	h	k	f	m	r	w	a	g	l	z	n	2	12	11	5	13	16	14	7	3	1	15	0	9	10	8	17	4	6	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Z	1	5	Z	0
main	1	0	32	MBL	T1	0	False	False	False	i	y	n	l	r	z	u	d	p	e	t	f	k	j	w	a	b	g	3	5	6	15	13	11	7	1	17	16	2	8	10	0	4	14	12	9	i	y	n	l	r	z	u	d	p	e	t	f	k	j	w	a	b	g	1	9	0	14	7	6	5	11	8	2	16	4	15	13	3	12	17	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	D	1	6	D	0
main	1	0	32	MBL	T1	0	False	False	False	i	y	n	l	r	z	u	d	p	e	t	f	k	j	w	a	b	g	3	5	6	15	13	11	7	1	17	16	2	8	10	0	4	14	12	9	i	y	n	l	r	z	u	d	p	e	t	f	k	j	w	a	b	g	1	9	0	14	7	6	5	11	8	2	16	4	15	13	3	12	17	10	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Z	0	6	X	9
main	1	0	33	MBL	T1	0	False	False	False	m	v	s	r	f	g	j	z	o	y	l	k	q	t	i	x	p	e	11	13	12	6	5	9	1	4	14	16	8	15	10	17	7	3	2	0	m	v	s	r	f	g	j	z	o	y	l	k	q	t	i	x	p	e	14	16	11	4	3	5	17	13	10	6	7	12	2	8	15	1	0	9	1	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	F	1	7	F	0
